,Texto,Clase
1563,"The most likely date of Charlemagne's birth is reconstructed from several sources. The date of 742—calculated from Einhard's date of death of January 814 at age 72—predates the marriage of his parents in 744. The year given in the Annales Petaviani, 747, would be more likely, except that it contradicts Einhard and a few other sources in making Charlemagne sixty-seven years old at his death. The month and day of 2 April are based on a calendar from Lorsch Abbey.[21]
",2
1564,"In 747, Easter fell on 2 April, a coincidence that likely would have been remarked upon by chroniclers but was not.[22] If Easter was being used as the beginning of the calendar year, then 2 April 747 could have been, by modern reckoning, April 748 (not on Easter). The date favoured by the preponderance of evidence[6] is 2 April 742, based on Charlemagne's age at the time of his death.[21] This date supports the concept that Charlemagne was technically an illegitimate child, although that is not mentioned by Einhard in either since he was born out of wedlock; Pepin and Bertrada were bound by a private contract or Friedelehe[6] at the time of his birth, but did not marry until 744.[23]
",2
1565,"Charlemagne's exact birthplace is unknown, although historians have suggested Aachen in modern-day Germany, and Liège (Herstal) in present-day Belgium as possible locations.[24] Aachen and Liège are close to the region whence the Merovingian and Carolingian families originated. Other cities have been suggested, including Düren, Gauting, Mürlenbach,[25] Quierzy, and Prüm. No definitive evidence resolves the question.
",2
1566,"Charlemagne was the eldest child of Pepin the Short (714 – 24 September 768, reigned from 751) and his wife Bertrada of Laon (720 – 12 July 783), daughter of Caribert of Laon. Many historians consider Charlemagne (Charles) to have been illegitimate, although some state that this is arguable,[26] because Pepin did not marry Bertrada until 744, which was after Charles' birth; this status did not exclude him from the succession.[27][28][29]
",2
1567,"Records name only Carloman, Gisela, and three short-lived children named Pepin, Chrothais and Adelais as his younger siblings.
",2
1568,"It would be folly, I think, to write a word concerning Charles' birth and infancy, or even his boyhood, for nothing has ever been written on the subject, and there is no one alive now who can give information on it.",2
1569,"The most powerful officers of the Frankish people, the Mayor of the Palace (Maior Domus) and one or more kings (rex, reges), were appointed by the election of the people. Elections were not periodic, but were held as required to elect officers ad quos summa imperii pertinebat, ""to whom the highest matters of state pertained"". Evidently, interim decisions could be made by the Pope, which ultimately needed to be ratified using an assembly of the people that met annually.[31]
",2
1570,"Before he was elected king in 751, Pepin was initially a mayor, a high office he held ""as though hereditary"" (velut hereditario fungebatur). Einhard explains that ""the honour"" was usually ""given by the people"" to the distinguished, but Pepin the Great and his brother Carloman the Wise received it as though hereditary, as had their father, Charles Martel. There was, however, a certain ambiguity about quasi-inheritance. The office was treated as joint property: one Mayorship held by two brothers jointly.[32] Each, however, had his own geographic jurisdiction. When Carloman decided to resign, becoming ultimately a Benedictine at Monte Cassino,[33] the question of the disposition of his quasi-share was settled by the pope. He converted the mayorship into a kingship and awarded the joint property to Pepin, who gained the right to pass it on by inheritance.[34]
",2
1571,"This decision was not accepted by all family members. Carloman had consented to the temporary tenancy of his own share, which he intended to pass on to his son, Drogo, when the inheritance should be settled at someone's death. By the Pope's decision, in which Pepin had a hand, Drogo was to be disqualified as an heir in favour of his cousin Charles. He took up arms in opposition to the decision and was joined by Grifo, a half-brother of Pepin and Carloman, who had been given a share by Charles Martel, but was stripped of it and held under loose arrest by his half-brothers after an attempt to seize their shares by military action. Grifo perished in combat in the Battle of Saint-Jean-de-Maurienne while Drogo was hunted down and taken into custody.[35]
",2
1572,"On the death of Pepin, 24 September 768, the kingship passed jointly to his sons, ""with divine assent"" (divino nutu).[36] According to the Life, Pepin died in Paris. The Franks ""in general assembly"" (generali conventu) gave them both the rank of a king (reges) but ""partitioned the whole body of the kingdom equally"" (totum regni corpus ex aequo partirentur). The annals[37] tell a slightly different version, with the king dying at St-Denis, near Paris. The two ""lords"" (domni) were ""elevated to kingship"" (elevati sunt in regnum), Charles on 9 October in Noyon, Carloman on an unspecified date in Soissons. If born in 742, Charles was 26 years old, but he had been campaigning at his father's right hand for several years, which may help to account for his military skill. Carloman was 17.
",2
1573,"The language, in either case, suggests that there were not two inheritances, which would have created distinct kings ruling over distinct kingdoms, but a single joint inheritance and a joint kingship tenanted by two equal kings, Charles and his brother Carloman. As before, distinct jurisdictions were awarded. Charles received Pepin's original share as Mayor: the outer parts of the kingdom bordering on the sea, namely Neustria, western Aquitaine, and the northern parts of Austrasia; while Carloman was awarded his uncle's former share, the inner parts: southern Austrasia, Septimania, eastern Aquitaine, Burgundy, Provence, and Swabia, lands bordering Italy. The question of whether these jurisdictions were joint shares reverting to the other brother if one brother died or were inherited property passed on to the descendants of the brother who died was never definitely settled. It came up repeatedly over the succeeding decades until the grandsons of Charlemagne created distinct sovereign kingdoms.
",2
